step,beta,energy,rho,event
392,9.82474,5,376.399,step
392,9.82474,5,376.399,fracture_detected
393,9.84977,5,15,step
393,9.84977,5,15,fracture_detected
394,9.87481,5,379.399,step
394,9.87481,5,379.399,fracture_detected
395,9.89985,5,1200.2,step
395,9.89985,5,1200.2,fracture_detected
396,9.92489,5,379.401,step
396,9.92489,5,379.401,fracture_detected
397,9.94992,5,11.6823,step
397,9.94992,5,11.6823,fracture_detected
398,9.97496,5,43.6805,step
398,9.97496,5,43.6805,fracture_detected
399,10,5,415.403,step
399,10,5,415.403,fracture_detected
